DrugBank_ID,Ligand_SMILES
D207,Cl.Cl.CC(NC(=O)\N=C(/N)NCCCc1nnc(N)s1)c1cccc(F)c1
D208,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCCCc1nnc(N)s1)Cc1ccc(C)cc1
D209,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCCCc1cnc(N)s1)Cc1ccc(C)cc1
D210,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CCCc1ccccc1)CNC(=O)\N=C(/N)NCCCc1nnc(N)s1
D211,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.N\C(NCCCc1nnc(N)s1)=N/C(=O)NCCCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)s1
D212,CN1Cc2cc(F)ccc2OCCCNC(=O)c2cnn3ccc1nc23
D213,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(CCC2)C1)N1CSC[C@H]1C#N
D214,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(C1)CCCC2)N1CSC[C@H]1C#N
D215,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(CCO2)C1)N1CSC[C@H]1C#N
D216,CC(=O)N1CC2(C1)CN(C2)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D217,O=C(C[C@H]1N(c2ccccc2NC1=O)S(=O)(=O)c1ccc2ccccc2c1)NCCc1ccc(cc1)C1=NCCN1
D218,Cl.O=C(CO\N=C1\C(\Nc2ccccc\12)=C1\C(=O)Nc2ccccc12)N1CCNCC1
D219,COc1ccc2cccc(CCNC(=O)CI)c2c1
D220,Cc1cc(C)n(n1)-c1cccc(c1)[C@@H](CN1CC[C@@H](CCc2ccc3CCCNc3n2)C1)CC(O)=O
D221,CC(=O)Nc1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(nc1)N1CCN(CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
D222,CC1(COc2ccc3n(cnc3c2)-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
D223,Cc1cc(CN[C@H](CO)C(O)=O)c(OCc2cncc(c2)C#N)cc1NCc1cccc(c1C)-c1ccccc1
D224,CC(C)(O)Cn1cc(cn1)-c1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2c1
D225,FC[C@H]1CC2(CC2)CN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D226,FC1CC2(C1)CN(C2)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D227,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1
D228,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
D229,CCN1c2cc(ccc2\C(=C/C=C/C2=[N+](CC)c3ccc(cc3C2(C)C)S([O-])(=O)=O)C1(C)CCCC(=O)NCCCC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)CCCCCCCCOc1nc2cc(ccc2c2cnccc12)C(O)=O)C(O)=O)S(O)(=O)=O
D230,Cc1cc(N2CC(CC2=O)C(=O)NNC(=S)Nc2ccccc2)c(Cl)c(C)c1S(N)(=O)=O
D231,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)CNC(C)=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(N)=O)C(N)=O
D232,NS(=O)(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2cccc(OCc3ccccc3)c2)-c2nc(cs2)C(O)=O)cc1F
D233,COc1ccc2cccc(CCNC(=O)CCCCl)c2c1
D234,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cnc(C)n1C)c1cnc(C)n1C
D235,CC(C)(O)c1cn2c(cnc2cc1CO)-c1cccc(N[C@H]2CNCC[C@@H]2F)n1
D236,O=C(CNC(=O)c1ccnc2ccc(cc12)-c1cnn(c1)C1CC1)N1CSC[C@H]1C#N
D237,NS(=O)(=O)c1ccc(cc1)C(=O)CSc1ncccn1
D238,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(NC[C@H]3COCCO3)cc2)c1OC
D239,CC(C)Oc1ccn2c(cnc2c1)-c1cccc(N[C@H]2CNC[C@@H]2F)n1
D240,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2CCC(C1)O2)N1CSC[C@H]1C#N
D241,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCC2(CCOCC2)CC1)N1CSC[C@H]1C#N
D242,Cc1c(c(COc2ccc(B(O)O)c(C=O)c2)nn1C)-c1cccc2c(CCCOc3cccc4ccccc34)c([nH]c12)C(O)=O
D243,CN1CCN(CC1)c1cc(ccn1)C(=O)Nc1cc2cc(ccc2cn1)-c1cnn(C)c1
D244,CC(C)(C)NC[C@@H](O)COc1ccccc1-c1ccccc1
D245,CC(O)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCCNC(=O)C[C@@H](NC(=O)CCCCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(I)c2c(N)ncnc12)C([O-])=O)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](C)C(=O)N[C@H](CCCC[NH3+])C(N)=O
D246,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CN2CC(F)(F)C[C@@H]2C)-c2noc(CC(C)(C)OC=O)n2)c(Cl)c1Cl)C(F)(F)F
D247,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCC2(CCCCC2)OC1=O)N1CSC[C@H]1C#N
D248,NS(=O)(=O)c1cc(C(O)=O)c(NC2CCCCCCC2)cc1Cl
D249,Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cncc(c3)C#N)c2)cccc1-c1cccc(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cncc(c3)C#N)c2)c1C
D250,C[C@H](O)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCNC(=O)C[C@@H](NC(=O)CCCCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(I)c2c(N)ncnc12)C(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCN)C(N)=O
D251,CC[C@H](C)[C@H](NC(=O)CCC(=O)N[C@@H](CCCCNC(=O)[C@@H](CCCNC(N)=N)NC(=O)CCCCCCCC(=O)N1CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(N)=O)C(=O)NCC(C)=O
D252,NS(=O)(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C#CC2CCCC2)-c2nc(cs2)C(O)=O)cc1F
D253,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
D254,COc1cccc(F)c1CN1C[C@@H](C)C[C@H](C1)NC(=O)c1ccc2[nH]nc(-c3ccc4nn(C)cc4c3)c2c1
D255,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)OC=O)o2)c2ccccc12)C(F)(F)F
D256,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(F)c1C(F)F)C(F)(F)F
D257,COc1nc2ccc(cc2c(Cl)c1CN1CCC(CC1)C(F)(F)F)[C@](O)(c1cnnn1C)c1cc(C)nc(C)c1
D258,FC(F)c1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1
D259,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCCC2(CC2)C1)N1CSC[C@H]1C#N
D260,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCC2(CC2)C1)N1CSC[C@H]1C#N
D261,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCOCC11CCC1)N1CSC[C@H]1C#N
D262,CCC1(O)CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D263,CC1(O)CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D264,O=C(CNC(=O)c1ccnc2ccc(cc12)N1C2CCC1CC2)N1CSC[C@H]1C#N
D265,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
D266,NCCCC[C@@H](NC(=O)CCCCCCCN1CCCN(CC1)S(=O)(=O)c1cccc2cnccc12)C(=O)NCCCCCC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(N)=O
D267,C[N+]1(Cc2ccc(O)cc2)CCC[C@@H](C1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Nc1ccc(s1)C(=O)OC1CCCCC1
D268,CCCCN1CCC(COC(=O)c2cc(Cl)c(N)c3OCCOc23)CC1
D269,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C)C(=O)NCC(O)=O
D270,Clc1ccc(cn1)C1CC2CCC1N2
D271,NS(=O)(=O)c1cc(C(O)=O)c(SCCc2ccccc2)cc1Cl
D272,NS(=O)(=O)c1cc(C(=O)NCCO)c(SCc2ccccc2)cc1Br
D273,COCCNC(=O)c1cc(c(Cl)cc1S(=O)(=O)C1CCCCC1)S(N)(=O)=O
D274,NS(=O)(=O)c1cc(C(=O)NCCO)c(cc1Br)S(=O)(=O)C1CCCCC1
D275,NS(=O)(=O)c1cc(C(=O)NC2CCCCC2)c(SCc2ccccc2)cc1Cl
D276,COC(=O)CCCNC(=O)c1cc(c(Cl)cc1S(=O)(=O)C1CCCCC1)S(N)(=O)=O
D277,COc1nc2ccc(cc2c(Cl)c1CN1CCC(CC1)C(F)(F)F)C(O)(c1cnnn1C)c1cc(C)nc(C)c1
D278,COc1cc(CN2CCc3c(cc(Cn4ccn(C)c4=N)cc3-c3ccc(F)cc3C)C2=O)cc(OC)c1
D279,Cc1cc(CN2CCc3c(cc(Cn4ccn(C)c4=N)cc3-c3ccc(F)cc3C)C2=O)ccc1F
D280,COc1cc(CN2CCc3c(cc(Cn4ccoc4=N)cc3-c3ccc(F)cc3C)C2=O)cc(OC)c1
D281,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@@H]2CO[P@](S)(=O)O[C@@H]3[C@@H](CO[P@](S)(=O)O[C@@H]1[C@@H]2F)O[C@H]([C@H]3F)n1cnc2c(N)ncnc12
D282,CCN(C(=O)CC)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(nc1)N1CCN(CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
D283,F[C@H]1CCN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D284,NCCCC[C@@H](NC(=O)CCCCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(=O)NCCCCCC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(N)=O
D285,CCC(=O)NCCc1cccc2ccc(OC)cc12
D286,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CCCCC1)N1CSC[C@H]1C#N
D287,CC1(C)CCCN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D288,C[C@@H]1CN(C[C@@H](C)O1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D289,CO[C@@H]1CCN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D290,CCC1(CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1)OC
D291,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(CCS2)C1)N1CSC[C@H]1C#N
D292,CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1nc(Nc2ccc(cc2)C(=O)NCCCN2CCN(CC2)c2ccc(cc2)C2CCC(=O)NC2=O)nc2[nH]ccc12
D293,O[C@H]1CN(CC1(F)F)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D294,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
D295,OC(=O)[C@H](CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)NS(=O)(=O)c1ccccc1
D296,OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)c1c[nH]c2c1nc[nH]c2=O
D297,CCCCNC(=O)c1cc(c(Br)cc1NC1CCCCC1)S(N)(=O)=O
D298,COc1cc(CN2CCc3c(cc(Cn4cnn(C)c4=N)cc3-c3ccc(F)cc3C)C2=O)cc(OC)c1
D299,CS(=O)(=O)Nc1ccc(cc1)-c1cc(\C=C2/SC(=N)NC2=O)cnc1N
D300,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cnnn1C)c1sc(C)nc1C
D301,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2noc(CC(C)(C)C(O)=O)n2)c(C(F)F)c1Cl)C(F)(F)F
D302,Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccc2n(CC3CC3)nnc2c1C
D303,CC1(CF)CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D304,COCC[C@@H]1COCCN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D305,Cc1cc(N2CC(CC2=O)c2n[nH]c(=S)o2)c(Cl)c(C)c1S(N)(=O)=O
D306,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F
D307,CC(C)Oc1ccn2c(cnc2c1)-c1nc(N[C@H]2CNCC[C@@H]2F)c(F)cc1F
D308,C[N@+]1(CC2CC2)C2CCC1C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)C2
D309,COc1ccccc1N1CCN(CCc2ccc3OCOc3c2)CC1
D310,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cnnn1C)c1cnc(C)n1C
D311,C[C@@H]1CN(CCO1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D312,FC1CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D313,O=C(CNC(=O)c1ccnc2ccc(cc12)N1C[C@@H]2CC[C@H]1C2)N1CSC[C@H]1C#N
D314,OC(=O)[C@H](CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)NS(=O)(=O)c1ccc(Cl)cc1
D315,[3H]CC([3H])C(=O)NCCNC(=O)\N=C(\N)NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1
D316,C[C@@](C[C@H]1CN(C(=O)O1)c1ccc(cc1)-c1ccccc1)(C(=O)NO)S(C)(=O)=O
D317,CCSCC1NC(C(O)C1O)c1c[nH]c2c(N)ncnc12
D318,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(CC2)C1)N1CSC[C@H]1C#N
D319,CC[NH+](CC)CC.Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CNS(=O)(=O)[N-]C(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@@H]1N=[N+]=[N-]
D320,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@@H](CC[C@@]35O)NC(=O)c1cccc(I)c1
D321,CN1C2CCC1C(C2)c1ccc(Cl)cc1
D322,Clc1ccc(cc1)C1CC2CCC1N2
D323,Cc1cc(N2CC(CC2=O)C(O)=O)c(Cl)c(C)c1S(N)(=O)=O
D324,Cc1cc(CN2CCc3c(cc(Cn4ccn(C)c4=N)cc3-c3ccc(F)cc3C)C2=O)ccc1Cl
D325,CC1(CF)CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D326,CCC1(F)CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D327,FC(F)(F)CCC1CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D328,CN1C2CCC1C(C2)c1ccc(F)cc1
D329,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC(C1)C1CC1)N1CSC[C@H]1C#N
D330,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CO1
D331,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl
D332,NS(=O)(=O)c1c(F)c(F)c(N2CCCCC2)c(F)c1F
D333,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5O[C@@H]2[C@]3(CCN1CC1CC1)c45
D334,CC(=O)N1c2ccccc2Sc2ccc(cc12)C(=O)CCl
D335,COc1cccc(F)c1CN1C[C@H](C)C[C@H](C1)NC(=O)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1
D336,Cc1cccc(C)c1CN1CCC[C@H](C1)NC(=O)N1CCc2[nH]nc(c2C1)-c1ccc2nccn2c1
D337,COc1cccc(F)c1CN1CCC[C@H](C1)NC(=O)N1CCc2[nH]nc(c2C1)-c1ccc2nccn2c1
D338,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1Cl)C(F)(F)F
D339,CC1(C)CCN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D340,COC1(C)CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D341,C[C@H]1COCCCN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D342,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(COC2)C1)N1CSC[C@H]1C#N
D343,CS(=O)(=O)c1cc(F)cc2c3CC[C@H](CC(O)=O)c3n(Cc3ccc(Cl)cc3)c12
D344,CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)OCc1ccccc1
D345,Clc1ccc(cn1)[C@H]1C[C@@H]2CC[C@H]1N2
D346,FC(CCNC(=O)c1cc2ccccc2o1)CN1CCN(CC1)c1cccc(Cl)c1Cl
D347,CCCCNc1ccc(cc1)C(=O)OCC[N+](C)(C)CCC[NH2+]CCC[NH3+]
D348,CCCCNC(=O)c1cc(c(Cl)cc1Cl)S(N)(=O)=O
D349,NS(=O)(=O)c1cc(C(=O)NCc2ccccc2)c(Cl)cc1Cl
D350,NS(=O)(=O)c1cc(C(=O)NC2CCCCC2)c(cc1Cl)S(=O)(=O)C1CCCCC1
D351,NS(=O)(=O)c1cc(C(=O)NCCCO)c(Cl)cc1Cl
D352,CCCCNC(=O)c1cc(c(Br)cc1Br)S(N)(=O)=O
D353,NS(=O)(=O)c1cc(C(=O)NCCO)c(cc1Cl)S(=O)(=O)c1ccccc1
D354,Cc1cc(F)ccc1-c1cc(Cn2ccn(C)c2=N)cc(c1)C(=O)NCc1ccc(Cl)c(Cl)c1
D355,COc1cc(CN2CCc3c(cc(CNC(=N)C4CC4)cc3-c3ccc(F)cc3C)C2=O)cc(OC)c1
D356,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(O)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(O)=O
D357,Cl.Cc1noc(C)c1-c1ccc2c(c[nH]c2n1)-c1nc(N[C@H]2CCCNC2)ncc1C(F)(F)F
D358,C[C@@H](N(C)C(=O)N1CCNC[C@@H]1c1ccc(F)cc1C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
D359,CN1Cc2cc(F)ccc2OCCNC(=O)c2cnn3ccc1nc23
D360,FC1(CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1)C1CC1
D361,FC1(F)CCN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D362,FCC1CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D363,CC(C)C1CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D364,OC[C@@H]1C=C[C@@H](NCc2ccccc2)[C@@H](O)[C@H]1N(Cc1ccccc1)[C@@H](C(=O)Nc1ccccc1)c1ccccc1
D365,CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN4CCN(C)CC4)c3)ccc2F)CCN1
D366,COC1CCN(CC1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D367,FC(F)(F)[C@H]1COCCN1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D368,C[C@]1(O)CCN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D369,Cc1cc(CNC(=O)c2cc(Cn3ccn(C)c3=N)cc(c2)-c2ccc(F)cc2C)ccc1F
D370,C[C@@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N
D371,C[C@H]1COC[C@H](C)N1c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D372,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC(C1)N1CCOCC1)N1CSC[C@H]1C#N
D373,CC1(CC(F)(F)F)CN(C1)c1ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c2c1
D374,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2CC2C1)N1CSC[C@H]1C#N
D375,CCCSc1c(F)c(F)c(c(F)c1F)S(N)(=O)=O
D376,Cc1cc(cc(C)c1S(N)(=O)=O)N1CC(CC1=O)C(=O)N\N=C\c1ccc(cc1)[N+]([O-])=O
D377,COc1cc(CN2CCc3c(cc(CN4CCSC4=N)cc3-c3ccc(F)cc3C)C2=O)cc(OC)c1
D378,COC(=O)C[C@@H]1N=C(c2c(C)c(sc2-n2c(C)nnc12)C(=O)NCCNC(=O)C[C@@H]1N=C(c2c(C)c(C)sc2-n2c(C)nnc12)c1ccc(Cl)cc1)c1ccc(Cl)cc1
D379,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C(=O)N1CCC(CC1)N1CCCCC1
D380,CC1(CC1)c1ccc2ncc(-c3cccc(NC4CCC5(CNC5)C4)n3)n2c1
D381,Clc1c(ccc2nccc(C(=O)NCC(=O)N3CSC[C@H]3C#N)c12)N1CCOCC1
D382,O=C(CNC(=O)c1ccnc2ccc(cc12)N1CC2(C1)OCCO2)N1CSC[C@H]1C#N
D383,CCN[C@H]1C[C@H](CCO[N+]([O-])=O)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
D384,CN1CC2CC1CC(C2)OC(=O)C(C)(c1ccccc1)c1ccccc1
