DrugBank_ID,UniProt_ID,Kd(nM)
D770,P202,0.1
D771,P202,0.1
D772,P202,0.1
D773,P202,0.1
D774,P202,0.1
D775,P202,0.1
D776,P202,0.1
D777,P202,0.1
D778,P202,0.1
D779,P202,0.1
D780,P202,0.1
D781,P202,0.1
D782,P202,0.1
D783,P202,0.1
D784,P202,0.1
D785,P202,0.1
D786,P202,0.1
D787,P202,0.1
D788,P202,0.1
D789,P202,0.1
D790,P202,0.1
D791,P202,0.1
D792,P202,0.1
D793,P202,0.1
D794,P202,0.1
D795,P202,0.1
D796,P202,0.1
D797,P202,0.1
D798,P202,0.1
D799,P202,0.1
D800,P202,0.1
D801,P202,0.1
D802,P202,0.1
D803,P202,0.1
D804,P202,0.1
D805,P202,0.1
D806,P202,0.1
D807,P202,0.1
D808,P202,0.1
D809,P202,0.1
D810,P202,0.1
D811,P202,0.1
D812,P202,0.1
D813,P202,0.1
D814,P202,0.1
D815,P202,0.1
D816,P202,0.1
D817,P202,0.1
D818,P202,0.1
D819,P202,0.1
D820,P202,0.1
D821,P202,0.1
D822,P202,0.1
D823,P202,0.1
D824,P202,0.1
D825,P202,0.1
D826,P202,0.1
D827,P202,0.1
D828,P202,0.1
D829,P202,0.1
D830,P202,0.1
D831,P202,0.1
D832,P203,0.1
D729,P202,0.1
D730,P202,0.1
D731,P202,0.1
D732,P202,0.1
D733,P202,0.1
D734,P202,0.1
D735,P202,0.1
D736,P202,0.1
D737,P202,0.1
D738,P202,0.1
D739,P202,0.1
D729,P202,0.1
D740,P202,0.1
D741,P202,0.1
D742,P202,0.1
D743,P202,0.1
D744,P202,0.1
D745,P202,0.1
D746,P202,0.1
D747,P202,0.1
D748,P202,0.1
D749,P202,0.1
D750,P202,0.1
D751,P202,0.1
D752,P202,0.1
D753,P202,0.1
D833,P35,0.1
D729,P202,0.1
D730,P202,0.1
D731,P202,0.1
D732,P202,0.1
D834,P202,0.1
D734,P202,0.1
D735,P202,0.1
D835,P202,0.1
D737,P202,0.1
D738,P202,0.1
D739,P202,0.1
D729,P202,0.1
D740,P202,0.1
D741,P202,0.1
D742,P202,0.1
D743,P202,0.1
D744,P202,0.1
D745,P202,0.1
D746,P202,0.1
D747,P202,0.1
D836,P89,0.1
D837,P2,0.1
D837,P2,0.1
D235,P139,0.1
D838,P42,0.1
D839,P42,0.1
D840,P42,0.1
D841,P42,0.1
D842,P42,0.1
D843,P166,0.1
D844,P204,0.1
D845,P10,0.1
D846,P205,0.1
D847,P60,0.1
D157,P60,0.1
D848,P143,0.1
D849,P206,0.1
D265,P207,0.1
D265,P208,0.1
D227,P78,0.1
D850,P209,0.1
D851,P209,0.1
D537,P154,0.1
D537,P163,0.1
D587,P163,0.1
D852,P210,0.1
D853,P211,0.1
D854,P211,0.1
D587,P163,0.1
D855,P212,0.1
D856,P121,0.1
D857,P194,0.1
D460,P25,0.1
D848,P143,0.1
D848,P143,0.1
D847,P60,0.1
D858,P213,0.1
D859,P16,0.1
D43,P121,0.1
D860,P214,0.1
D861,P215,0.1
D862,P94,0.1
D863,P52,0.1
D864,P52,0.1
D865,P52,0.1
D866,P105,0.1
D867,P105,0.1
D868,P101,0.1
D352,P30,0.1
D352,P11,0.1
D161,P62,0.1
D869,P15,0.1
D527,P38,0.1
D81,P46,0.1
D323,P11,0.1
D555,P30,0.1
D73,P30,0.1
D73,P32,0.1
D352,P30,0.1
D274,P30,0.1
D148,P48,0.1
D135,P44,0.1
D130,P44,0.1
D129,P32,0.1
D91,P31,0.1
D682,P25,0.1
D505,P150,0.1
D506,P150,0.1
D870,P35,0.1
D871,P35,0.1
D872,P129,0.1
D873,P100,0.1
D874,P26,0.1
D874,P26,0.1
D323,P11,0.1
D875,P117,0.1
D876,P117,0.1
D877,P216,0.1
D671,P169,0.1
D516,P148,0.1
D199,P148,0.1
D203,P148,0.1
D206,P148,0.1
D878,P164,0.101
D879,P152,0.104
D880,P217,0.105
D881,P89,0.108
D310,P80,0.11
D882,P218,0.11
D883,P35,0.11
D884,P35,0.11
D513,P81,0.11
D193,P125,0.11
D222,P68,0.11
D113,P139,0.11
D258,P139,0.11
D142,P139,0.11
D885,P42,0.11
D886,P42,0.11
D887,P42,0.11
D888,P42,0.11
D889,P42,0.11
D890,P42,0.11
D891,P42,0.11
D892,P42,0.11
D893,P179,0.11
D331,P78,0.11
D851,P209,0.11
D65,P105,0.11
D894,P212,0.11
D895,P219,0.11
D859,P44,0.11
D896,P27,0.11
D897,P35,0.11
D320,P182,0.11
D65,P105,0.11
D352,P31,0.11
D177,P30,0.11
D97,P44,0.11
D492,P16,0.11
D575,P11,0.11
D305,P48,0.11
D402,P34,0.11
D276,P44,0.11
D686,P31,0.11
D898,P16,0.11
D352,P11,0.11
D147,P38,0.11
D59,P38,0.11
D53,P38,0.11
D352,P31,0.11
D54,P31,0.11
D135,P16,0.11
D133,P44,0.11
D896,P27,0.11
D899,P220,0.11
D900,P76,0.11156
D901,P147,0.117
D901,P147,0.117
D317,P90,0.12
D902,P135,0.12
D903,P109,0.12
D478,P80,0.12
D478,P80,0.12
D726,P83,0.12
D904,P35,0.12
D905,P35,0.12
D906,P35,0.12
D907,P35,0.12
D908,P91,0.12
D908,P91,0.12
D909,P41,0.12
D910,P35,0.12
D911,P35,0.12
D912,P1,0.12
D913,P1,0.12
D193,P139,0.12
D193,P68,0.12
D914,P218,0.12
D915,P42,0.12
D916,P42,0.12
D917,P42,0.12
D367,P42,0.12
D918,P42,0.12
D331,P78,0.12
D851,P209,0.12
D851,P209,0.12
D919,P221,0.12
D920,P61,0.12
D921,P35,0.12
D922,P137,0.12
D898,P16,0.12
D114,P16,0.12
D923,P16,0.12
D924,P28,0.12
D602,P30,0.12
D602,P11,0.12
D180,P46,0.12
D180,P16,0.12
D96,P11,0.12
D323,P44,0.12
D511,P11,0.12
D376,P44,0.12
D81,P38,0.12
D697,P31,0.12
D353,P44,0.12
D274,P44,0.12
D353,P32,0.12
D167,P48,0.12
D107,P31,0.12
D925,P16,0.12
D923,P16,0.12
D164,P32,0.12
D76,P32,0.12
D926,P100,0.12
D927,P100,0.12
D928,P100,0.12
D929,P164,0.12
D921,P35,0.12
D930,P170,0.12
D323,P44,0.12
D516,P52,0.12
D199,P52,0.12
D203,P52,0.12
D206,P52,0.12
D460,P25,0.123
D931,P149,0.123
D932,P190,0.123
D933,P27,0.1235
D934,P222,0.126
D935,P52,0.126
D936,P52,0.126
D937,P52,0.126
D938,P41,0.127
D879,P152,0.127
D679,P44,0.128825
D679,P44,0.13
D939,P44,0.13
D850,P223,0.13
D940,P57,0.13
D941,P109,0.13
D942,P224,0.13
D943,P35,0.13
D140,P68,0.13
D944,P42,0.13
D945,P42,0.13
D946,P42,0.13
D621,P225,0.13
D947,P142,0.13
D850,P209,0.13
D850,P209,0.13
D948,P226,0.13
D949,P44,0.13
D237,P11,0.13
D950,P44,0.13
D951,P105,0.13
D952,P105,0.13
D953,P119,0.13
D323,P38,0.13
D230,P31,0.13
D165,P32,0.13
D129,P48,0.13
D274,P16,0.13
D954,P16,0.13
D955,P227,0.13
D168,P64,0.13
D323,P38,0.13
D955,P227,0.13
D956,P228,0.131
D56,P33,0.135
D957,P44,0.136
D958,P26,0.14
D46,P90,0.14
D253,P229,0.14
D959,P109,0.14
D870,P80,0.14
D310,P80,0.14
D245,P83,0.14
D960,P35,0.14
D961,P73,0.14
D961,P73,0.14
D962,P35,0.14
D963,P35,0.14
D964,P1,0.14
D172,P139,0.14
D140,P139,0.14
D258,P65,0.14
D124,P65,0.14
D171,P230,0.14
D124,P68,0.14
D965,P42,0.14
D966,P42,0.14
D967,P42,0.14
D968,P231,0.14
D265,P229,0.14
D851,P209,0.14
D537,P163,0.14
D265,P229,0.14
D969,P7,0.14
D851,P209,0.14
D970,P119,0.14
D925,P16,0.14
D954,P16,0.14
D69,P44,0.14
D349,P44,0.14
D352,P44,0.14
D971,P34,0.14
D491,P38,0.14
D972,P34,0.14
D973,P232,0.14
D974,P193,0.14
D975,P233,0.14
D315,P99,0.14
D458,P46,0.14
D976,P11,0.14
D564,P105,0.14
D492,P44,0.14
D575,P44,0.14
D137,P48,0.14
D976,P44,0.14
D349,P44,0.14
D130,P30,0.14
D493,P32,0.14
D71,P31,0.14
D162,P31,0.14
D72,P44,0.14
D348,P44,0.14
D686,P11,0.14
D62,P48,0.14
D352,P44,0.14
D242,P64,0.14
D977,P129,0.14
D978,P89,0.14
D979,P91,0.14
D980,P199,0.14
D981,P129,0.142
D982,P171,0.143
D983,P234,0.144
D984,P221,0.144
D985,P72,0.144544
D986,P72,0.144544
D987,P72,0.144544
D986,P72,0.144544
D987,P72,0.144544
D985,P72,0.144544
D988,P57,0.15
D989,P108,0.15
D990,P109,0.15
D991,P109,0.15
D992,P35,0.15
D993,P35,0.15
D577,P91,0.15
D577,P91,0.15
D994,P35,0.15
D995,P35,0.15
D996,P35,0.15
D997,P35,0.15
D998,P35,0.15
D999,P35,0.15
D1000,P1,0.15
D113,P65,0.15
D171,P122,0.15
D141,P151,0.15
D154,P68,0.15
D1001,P42,0.15
D1002,P42,0.15
D1003,P42,0.15
D1004,P42,0.15
D1005,P42,0.15
D1006,P130,0.15
D265,P235,0.15
D1007,P93,0.15
D1008,P93,0.15
D424,P148,0.15
D1009,P132,0.15
D1010,P189,0.15
D716,P199,0.15
D1011,P236,0.15
D646,P181,0.15
D1012,P237,0.15
D1013,P238,0.15
D409,P11,0.15
D948,P152,0.15
D1008,P93,0.15
D1014,P123,0.15
D564,P48,0.15
D376,P105,0.15
D526,P44,0.15
D434,P44,0.15
D376,P46,0.15
D527,P44,0.15
D137,P105,0.15
D565,P44,0.15
D458,P32,0.15
D1015,P38,0.15
D164,P38,0.15
D75,P48,0.15
D167,P44,0.15
D271,P16,0.15
D222,P65,0.15
D1016,P170,0.15
D1017,P117,0.15
D1018,P117,0.15
D1019,P89,0.152
D1020,P17,0.153
D1021,P101,0.153
D1022,P55,0.156
D1023,P129,0.157
D1024,P52,0.158
D1025,P52,0.158
D1026,P177,0.158
D1027,P239,0.158
D1028,P52,0.158
D1029,P52,0.158
D1030,P39,0.158
D1031,P240,0.158489
D1032,P150,0.158489
D1033,P44,0.16
D1034,P136,0.16
D253,P144,0.16
D253,P208,0.16
D1035,P241,0.16
D1036,P35,0.16
D1037,P41,0.16
D1038,P35,0.16
D1039,P35,0.16
D224,P139,0.16
D112,P65,0.16
D235,P125,0.16
D184,P68,0.16
D1040,P42,0.16
D1041,P42,0.16
D1042,P42,0.16
D1043,P42,0.16
D265,P144,0.16
D265,P208,0.16
D265,P208,0.16
D265,P144,0.16
D1044,P242,0.16
D21,P30,0.16
D1045,P93,0.16
D698,P72,0.16
D460,P25,0.16
D1046,P243,0.16
D1047,P137,0.16
D1048,P244,0.16
D1049,P245,0.16
D348,P44,0.16
D575,P16,0.16
D305,P31,0.16
D44,P46,0.16
D402,P44,0.16
D1050,P11,0.16
D526,P11,0.16
D1050,P31,0.16
D89,P44,0.16
D271,P32,0.16
D163,P32,0.16
D105,P38,0.16
D166,P32,0.16
D52,P31,0.16
D87,P31,0.16
D1051,P129,0.16
D1052,P89,0.16
D222,P65,0.16
D1053,P164,0.16
D1054,P155,0.16
D1055,P41,0.162
D1056,P43,0.162181
D243,P164,0.163
D47,P56,0.166
D1057,P89,0.168
D183,P90,0.17
D850,P209,0.17
D227,P246,0.17
D1058,P35,0.17
D1059,P35,0.17
D1060,P35,0.17
D1061,P35,0.17
D1062,P35,0.17
D1063,P35,0.17
D1064,P35,0.17
D193,P65,0.17
D380,P125,0.17
D140,P65,0.17
D113,P65,0.17
D258,P65,0.17
D141,P65,0.17
D142,P65,0.17
D1065,P42,0.17
D1066,P247,0.17
D537,P154,0.17
D850,P209,0.17
D1067,P44,0.17
D1068,P11,0.17
D227,P246,0.17
D1069,P71,0.17
D1069,P71,0.17
D332,P11,0.17
D1070,P16,0.17
D859,P48,0.17
D1071,P248,0.17
D1056,P43,0.17
D850,P209,0.17
D227,P246,0.17
D1072,P97,0.17
D1073,P105,0.17
D1074,P16,0.17
D86,P31,0.17
D178,P38,0.17
D188,P46,0.17
D129,P38,0.17
D107,P38,0.17
D272,P38,0.17
D117,P46,0.17
D1075,P11,0.17
D275,P44,0.17
D352,P38,0.17
D1074,P16,0.17
D45,P38,0.17
D1076,P100,0.17
D1077,P100,0.17
D1078,P35,0.17
D1079,P170,0.17
D1080,P170,0.17
D1081,P249,0.17
D516,P113,0.17
D199,P113,0.17
D203,P113,0.17
D206,P113,0.17
D1063,P35,0.17
D1082,P171,0.173
D1083,P41,0.174
D1084,P250,0.177
D1085,P49,0.177
D1086,P136,0.18
D253,P251,0.18
D1087,P35,0.18
D359,P252,0.18
D359,P252,0.18
D1088,P35,0.18
D1089,P35,0.18
D140,P125,0.18
D235,P65,0.18
D258,P151,0.18
D1090,P42,0.18
D1091,P42,0.18
D1092,P253,0.18
D265,P251,0.18
D331,P78,0.18
D265,P251,0.18
D1093,P25,0.18
D1094,P7,0.18
D1095,P7,0.18
D1096,P130,0.18
D1096,P130,0.18
D1097,P244,0.18
D1098,P11,0.18
D1099,P35,0.18
D1100,P254,0.18
D922,P91,0.18
D1101,P255,0.18
D352,P38,0.18
D1102,P256,0.18
D96,P38,0.18
D230,P32,0.18
D188,P38,0.18
D57,P38,0.18
D105,P44,0.18
D271,P38,0.18
D59,P31,0.18
D493,P44,0.18
D1103,P91,0.18
D1104,P129,0.18
D1096,P130,0.18197
D1096,P130,0.182
D1105,P257,0.182
D1106,P257,0.182
D1107,P135,0.188
D1108,P41,0.188
D1109,P164,0.188
D253,P258,0.19
D850,P209,0.19
D850,P209,0.19
D850,P209,0.19
D962,P35,0.19
D1110,P35,0.19
D1111,P35,0.19
D1112,P35,0.19
D222,P139,0.19
D112,P230,0.19
D113,P68,0.19
D1113,P130,0.19
D1044,P259,0.19
D1097,P244,0.19
D850,P209,0.19
D851,P209,0.19
D265,P258,0.19
D850,P209,0.19
D1114,P260,0.19
D265,P258,0.19
D850,P209,0.19
D850,P209,0.19
D850,P209,0.19
D1115,P192,0.19
D1116,P196,0.19
D850,P209,0.19
D1117,P261,0.19
D98,P44,0.19
D65,P16,0.19
D332,P44,0.19
D950,P48,0.19
D68,P46,0.19
D187,P105,0.19
D187,P38,0.19
D1118,P11,0.19
D89,P16,0.19
D167,P16,0.19
D1119,P16,0.19
D1120,P129,0.19
D850,P209,0.19
D1121,P196,0.19
D1116,P196,0.19
D1122,P64,0.19
D1123,P64,0.19
D1124,P250,0.193
D1125,P171,0.194
D294,P205,0.194984
D1126,P26,0.194984
D1127,P262,0.195
D1128,P89,0.199
D1129,P263,0.199526
D1130,P44,0.2
D37,P264,0.2
D1131,P265,0.2
D227,P266,0.2
D1132,P259,0.2
D1133,P267,0.2
D1134,P267,0.2
D1135,P267,0.2
D1136,P267,0.2
D1137,P63,0.2
D1133,P267,0.2
D1134,P267,0.2
D1135,P267,0.2
D1136,P267,0.2
D1138,P57,0.2
D1139,P35,0.2
D1140,P35,0.2
D1141,P200,0.2
D1142,P73,0.2
D1143,P202,0.2
D1144,P202,0.2
D1145,P202,0.2
D1146,P202,0.2
D1147,P202,0.2
D1148,P202,0.2
D1149,P202,0.2
D1150,P202,0.2
D1151,P202,0.2
D1152,P202,0.2
D1153,P202,0.2
D1154,P202,0.2
D1155,P202,0.2
D1156,P202,0.2
D1157,P202,0.2
D1158,P202,0.2
D1159,P202,0.2
D1160,P202,0.2
D1161,P202,0.2
D1162,P202,0.2
D1163,P202,0.2
D1164,P202,0.2
D1165,P202,0.2
D1166,P202,0.2
D1167,P202,0.2
D1168,P202,0.2
D1169,P202,0.2
D1170,P202,0.2
D1171,P202,0.2
D1172,P202,0.2
D1173,P202,0.2
D1174,P202,0.2
D1175,P202,0.2
D1176,P202,0.2
D1177,P202,0.2
D1178,P202,0.2
D1179,P202,0.2
D1180,P202,0.2
D1181,P202,0.2
D1182,P202,0.2
D1183,P202,0.2
D1184,P202,0.2
D1185,P202,0.2
D1186,P202,0.2
D1187,P202,0.2
D1188,P202,0.2
D1189,P202,0.2
D1190,P202,0.2
D1191,P202,0.2
D1192,P202,0.2
D1193,P202,0.2
D1194,P202,0.2
D1195,P202,0.2
D1196,P202,0.2
D1197,P202,0.2
D1198,P202,0.2
D1199,P202,0.2
D1200,P202,0.2
D1201,P202,0.2
D1202,P202,0.2
D1203,P202,0.2
D1204,P202,0.2
D1205,P202,0.2
D1206,P202,0.2
D1207,P202,0.2
D1208,P202,0.2
D1209,P202,0.2
D1210,P202,0.2
D1211,P202,0.2
D1212,P202,0.2
D1213,P202,0.2
D1214,P202,0.2
D1215,P202,0.2
D1216,P202,0.2
D1217,P202,0.2
D1218,P202,0.2
D1219,P202,0.2
D1220,P202,0.2
D1221,P202,0.2
D1222,P202,0.2
D1223,P202,0.2
D1224,P202,0.2
D1150,P202,0.2
D1146,P202,0.2
D1183,P202,0.2
D1225,P202,0.2
D1226,P202,0.2
D1227,P202,0.2
D1228,P202,0.2
D1229,P202,0.2
D1230,P202,0.2
D1231,P202,0.2
D1232,P202,0.2
D1233,P202,0.2
D1234,P202,0.2
D1235,P202,0.2
D1236,P202,0.2
D1237,P202,0.2
D1238,P202,0.2
D1239,P202,0.2
D1240,P202,0.2
D1241,P202,0.2
D1242,P202,0.2
D1243,P202,0.2
D1244,P202,0.2
D1245,P202,0.2
D1246,P202,0.2
D1247,P202,0.2
D1248,P202,0.2
D1249,P202,0.2
D1250,P202,0.2
D1251,P202,0.2
D1252,P202,0.2
D1253,P202,0.2
D1254,P202,0.2
D1255,P202,0.2
D1256,P202,0.2
D1257,P202,0.2
D1258,P202,0.2
D1259,P202,0.2
D1260,P202,0.2
D1261,P202,0.2
D1262,P202,0.2
D1263,P202,0.2
D1264,P202,0.2
D1265,P202,0.2
D1266,P202,0.2
D1267,P202,0.2
D1268,P202,0.2
D1269,P202,0.2
D1270,P202,0.2
D1271,P202,0.2
D1272,P202,0.2
D1273,P202,0.2
D1274,P202,0.2
D1275,P202,0.2
D1276,P202,0.2
D1277,P202,0.2
D1278,P202,0.2
D1279,P202,0.2
D1280,P202,0.2
D1281,P202,0.2
D1282,P202,0.2
D1283,P202,0.2
D1284,P202,0.2
D1285,P202,0.2
D1286,P202,0.2
D1287,P202,0.2
D1288,P202,0.2
D1289,P202,0.2
D1290,P202,0.2
D1291,P202,0.2
D1292,P202,0.2
D1293,P202,0.2
D1294,P202,0.2
D1295,P202,0.2
D1296,P202,0.2
D1297,P202,0.2
D1298,P202,0.2
D1299,P202,0.2
D1300,P202,0.2
D1301,P202,0.2
D1302,P202,0.2
D1303,P202,0.2
D1304,P202,0.2
D1305,P202,0.2
D1306,P202,0.2
D1307,P202,0.2
D1308,P202,0.2
D1309,P202,0.2
D1310,P202,0.2
D1311,P202,0.2
D1312,P202,0.2
D1313,P202,0.2
D1314,P202,0.2
D1315,P202,0.2
D1316,P202,0.2
D1317,P202,0.2
D1318,P202,0.2
D1319,P202,0.2
D1320,P202,0.2
D1321,P202,0.2
D1322,P202,0.2
D1323,P202,0.2
D1323,P202,0.2
D1324,P202,0.2
D1325,P202,0.2
D1326,P202,0.2
D1327,P202,0.2
D1328,P202,0.2
D1329,P202,0.2
D1330,P202,0.2
D1331,P202,0.2
D1332,P202,0.2
D1333,P202,0.2
D1334,P202,0.2
D1335,P202,0.2
D1336,P202,0.2
D1337,P202,0.2
D1338,P202,0.2
D1339,P202,0.2
D1340,P202,0.2
D1341,P202,0.2
D1342,P202,0.2
D1343,P202,0.2
D1344,P202,0.2
D1345,P202,0.2
D1337,P202,0.2
D1183,P202,0.2
D1243,P202,0.2
D1346,P202,0.2
D1347,P202,0.2
D1348,P202,0.2
D1349,P202,0.2
D1350,P202,0.2
D1351,P202,0.2
D1352,P202,0.2
D1353,P202,0.2
D1354,P202,0.2
D1355,P202,0.2
D1356,P202,0.2
D1357,P202,0.2
D1337,P202,0.2
D1358,P202,0.2
D1340,P202,0.2
D1355,P202,0.2
D1359,P202,0.2
D1360,P202,0.2
D1361,P202,0.2
D1362,P202,0.2
D1363,P202,0.2
D1358,P202,0.2
D1337,P202,0.2
D1364,P202,0.2
D1365,P202,0.2
D1362,P202,0.2
D1366,P202,0.2
D1367,P202,0.2
D1368,P202,0.2
D1369,P202,0.2
D1370,P202,0.2
D1371,P202,0.2
D1372,P202,0.2
D1373,P202,0.2
D1374,P202,0.2
D1375,P202,0.2
D1376,P202,0.2
D1377,P202,0.2
D1378,P202,0.2
D1366,P202,0.2
D1379,P202,0.2
D1380,P202,0.2
D1381,P202,0.2
D1382,P202,0.2
D1383,P202,0.2
D1384,P202,0.2
D1385,P202,0.2
D1386,P202,0.2
D1387,P202,0.2
D1388,P202,0.2
D1389,P202,0.2
D1390,P202,0.2
D1391,P202,0.2
D1385,P202,0.2
D1392,P202,0.2
D1384,P202,0.2
D1393,P202,0.2
D1394,P202,0.2
D1383,P202,0.2
D1382,P202,0.2
D1383,P202,0.2
D1382,P202,0.2
D1385,P202,0.2
D1392,P202,0.2
D1395,P202,0.2
D1396,P202,0.2
D1397,P202,0.2
D1398,P202,0.2
D1399,P202,0.2
D1400,P202,0.2
D1401,P202,0.2
D1402,P202,0.2
D1403,P202,0.2
D1404,P202,0.2
D1405,P202,0.2
D1406,P202,0.2
D1407,P202,0.2
D1408,P202,0.2
D1409,P202,0.2
D1410,P202,0.2
D1411,P202,0.2
D1412,P202,0.2
D1413,P202,0.2
D1414,P202,0.2
D1415,P202,0.2
D1416,P202,0.2
D1417,P202,0.2
D1418,P202,0.2
D1419,P202,0.2
D1420,P202,0.2
D1421,P202,0.2
D1422,P202,0.2
D1423,P202,0.2
D1424,P202,0.2
D1425,P202,0.2
D1426,P202,0.2
D1427,P202,0.2
D1428,P202,0.2
D1429,P202,0.2
D1425,P202,0.2
D1430,P202,0.2
D1431,P202,0.2
D1432,P202,0.2
D1433,P202,0.2
D1434,P202,0.2
D1435,P202,0.2
D1436,P202,0.2
D1437,P202,0.2
D1438,P202,0.2
D1439,P202,0.2
D1440,P202,0.2
D1441,P202,0.2
D1442,P202,0.2
D1403,P202,0.2
D1443,P202,0.2
D1444,P202,0.2
D1445,P202,0.2
D1446,P202,0.2
D1447,P202,0.2
D1448,P202,0.2
D1449,P202,0.2
D1450,P202,0.2
D1451,P202,0.2
D1452,P202,0.2
D1453,P202,0.2
D1454,P202,0.2
D1455,P202,0.2
D1456,P202,0.2
D1457,P202,0.2
D1458,P202,0.2
D1459,P202,0.2
D1460,P202,0.2
D1461,P202,0.2
D1462,P202,0.2
D1463,P202,0.2
D1464,P202,0.2
D1426,P202,0.2
D1465,P202,0.2
D1466,P202,0.2
D1467,P202,0.2
D1468,P202,0.2
D1469,P202,0.2
D1470,P202,0.2
D1471,P202,0.2
D1472,P202,0.2
D1473,P202,0.2
D1408,P202,0.2
D1474,P202,0.2
D1437,P202,0.2
D1475,P202,0.2
D1476,P202,0.2
D1477,P202,0.2
D1455,P202,0.2
D1478,P202,0.2
D1479,P202,0.2
D1480,P202,0.2
D1481,P202,0.2
D1482,P202,0.2
D1483,P202,0.2
D1484,P202,0.2
D1485,P202,0.2
D1486,P202,0.2
D1487,P202,0.2
D1488,P202,0.2
D1489,P202,0.2
D1490,P202,0.2
D1448,P202,0.2
D1491,P202,0.2
D1447,P202,0.2
D1492,P202,0.2
D1493,P202,0.2
D1494,P202,0.2
D1495,P202,0.2
D1496,P202,0.2
D1497,P202,0.2
D1498,P202,0.2
D1499,P202,0.2
D1500,P202,0.2
D1501,P202,0.2
D1502,P202,0.2
D1503,P202,0.2
D1504,P202,0.2
D1505,P202,0.2
D1453,P202,0.2
D1506,P202,0.2
D1507,P202,0.2
D1508,P202,0.2
D1509,P202,0.2
D1510,P202,0.2
D1511,P202,0.2
D1512,P202,0.2
D1513,P202,0.2
D1514,P202,0.2
D1515,P202,0.2
D1516,P202,0.2
D1482,P202,0.2
D1517,P202,0.2
D1518,P202,0.2
D1519,P202,0.2
D1520,P202,0.2
D1521,P202,0.2
D1522,P202,0.2
D1523,P202,0.2
D1524,P202,0.2
D1525,P202,0.2
D1526,P202,0.2
D1527,P202,0.2
D1528,P202,0.2
D1529,P202,0.2
D1530,P202,0.2
D1495,P202,0.2
D1512,P202,0.2
D1531,P202,0.2
D1513,P202,0.2
D1532,P202,0.2
D1533,P202,0.2
D1534,P202,0.2
D1535,P202,0.2
D1481,P202,0.2
D1536,P202,0.2
D1537,P202,0.2
D1538,P202,0.2
D1539,P202,0.2
D1540,P202,0.2
D1541,P202,0.2
D1542,P202,0.2
D1543,P202,0.2
D1544,P202,0.2
D1545,P202,0.2
D1546,P202,0.2
D1547,P202,0.2
D1548,P202,0.2
D1549,P202,0.2
D1550,P202,0.2
D1551,P202,0.2
D1552,P202,0.2
D1553,P202,0.2
D1554,P202,0.2
D1555,P202,0.2
D1556,P202,0.2
D1557,P202,0.2
D1558,P202,0.2
D1559,P202,0.2
D1560,P202,0.2
D1561,P202,0.2
D1562,P202,0.2
D1563,P202,0.2
D1485,P202,0.2
D1488,P202,0.2
D1564,P202,0.2
D1565,P202,0.2
D1472,P202,0.2
D1566,P202,0.2
D1499,P202,0.2
D1567,P202,0.2
D1537,P202,0.2
D1515,P202,0.2
D1568,P202,0.2
D1569,P202,0.2
D1570,P202,0.2
D1551,P202,0.2
D1571,P202,0.2
D1572,P202,0.2
D1573,P202,0.2
D1574,P202,0.2
D1575,P202,0.2
D1576,P202,0.2
D1577,P202,0.2
D1578,P202,0.2
D1579,P202,0.2
D1580,P202,0.2
D1542,P202,0.2
D1545,P202,0.2
D1581,P202,0.2
D1582,P202,0.2
D1583,P202,0.2
D1584,P202,0.2
D1585,P202,0.2
D1586,P202,0.2
D1587,P202,0.2
D1588,P202,0.2
D1589,P202,0.2
D1590,P202,0.2
D1556,P202,0.2
D1591,P202,0.2
D1592,P202,0.2
D1522,P202,0.2
D1593,P202,0.2
D1594,P202,0.2
D1595,P202,0.2
D1596,P202,0.2
D1597,P202,0.2
D1552,P202,0.2
D1574,P202,0.2
D1576,P202,0.2
D1598,P202,0.2
D1577,P202,0.2
D1599,P202,0.2
D1600,P202,0.2
D1601,P202,0.2
D1602,P202,0.2
D1603,P202,0.2
D1604,P202,0.2
D1605,P202,0.2
D1606,P202,0.2
D1607,P202,0.2
D1608,P202,0.2
D1609,P202,0.2
D1610,P202,0.2
D1611,P202,0.2
D1553,P202,0.2
D1612,P202,0.2
D1613,P202,0.2
D1614,P202,0.2
D1615,P202,0.2
D1616,P202,0.2
D1617,P202,0.2
D1618,P202,0.2
D1571,P202,0.2
D1619,P202,0.2
D1620,P202,0.2
D1621,P202,0.2
D1558,P202,0.2
D1622,P202,0.2
D1623,P202,0.2
D1624,P202,0.2
D1625,P202,0.2
D1626,P202,0.2
D1627,P202,0.2
D1628,P202,0.2
D1629,P202,0.2
D1630,P202,0.2
D1631,P202,0.2
D1632,P202,0.2
D1633,P202,0.2
D1634,P202,0.2
D1635,P202,0.2
D1636,P202,0.2
D1637,P202,0.2
D1638,P202,0.2
D1602,P202,0.2
D1603,P202,0.2
D1639,P202,0.2
D1640,P202,0.2
D1585,P202,0.2
D1616,P202,0.2
D1641,P202,0.2
D1608,P202,0.2
D1587,P202,0.2
D1642,P202,0.2
D1643,P202,0.2
D1644,P202,0.2
D1645,P202,0.2
D1646,P202,0.2
D1647,P202,0.2
D1648,P202,0.2
D1609,P202,0.2
D1617,P202,0.2
D1618,P202,0.2
D1649,P202,0.2
D1650,P202,0.2
D1651,P202,0.2
D1652,P202,0.2
D1653,P202,0.2
D1654,P202,0.2
D1655,P202,0.2
D1656,P202,0.2
D1657,P202,0.2
D1658,P202,0.2
D1659,P202,0.2
